year,sid,state,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,unemployrt,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,poverty,r20001,r20002,r20003,r20004,r20011,r20012,r20013,r20014,r20021,r20022,r20023,r20024,r20031,r20032,r20033,r20034,r20041,r20042,r20043,r20044,r20051,r20052,r20053,r20054,r20061,r20062,r20063,r20064,r20071,r20072,r20073,r20074,r20081,r20082,r20083,r20084,r20091,r20092,r20093,r20094,r20101,r20102,r20103,r20104,trend_1,trend_2,trend_3,trend_4,trend_5,trend_6,trend_7,trend_8,trend_9,trend_10,trend_11,trend_12,trend_13,trend_14,trend_15,trend_16,trend_17,trend_18,trend_19,trend_20,trend_21,trend_22,trend_23,trend_24,trend_25,trend_26,trend_27,trend_28,trend_29,trend_30,trend_31,trend_32,trend_33,trend_34,trend_35,trend_36,trend_37,trend_38,trend_39,trend_40,trend_41,trend_42,trend_43,trend_44,trend_45,trend_46,trend_47,trend_48,trend_49,trend_50,trend_51,l_homicide,l_larceny,l_motor,l_police,l_income,l_prisoner,l_lagprisoner,l_exp_subsidy,l_exp_pubwelfare,post,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lag0,lag1,lag2,lag3,lag4,lag5,popwt
2010,15,,0.45875543,13,5,4.5213466,96.295395,187.62039,729.5317,2121.7349,203.11995,4.041341,9.9,0.15275028,2.979397,0.21149683,5.2537894,13.80079102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5088098,7.6599894,5.3137965,5.4856067,10.743372,6.073015,6.118555,4.920876,7.121458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6158275.5
2000,16,Iowa,0.26704016,0,1,1.6299601,37.949722,212.7098,579.06104,2307.3857,190.42186,1.8071296,2.8,0.504012,5.745893,0.85689837,11.112146,8.42207462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48855552,7.7438703,5.249242,5.5749435,10.857055,5.64147,5.529578,4.7133317,6.89284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907060.2
2001,16,Iowa,0.2764298,1,3,1.7737057,40.937126,213.27037,598.9804,2349.9473,195.28499,1.7382315,3.3,0.5161838,5.864119,0.846909,10.86228,8.375970261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573071,7.7621484,5.27446,5.5851717,10.829016,5.6434836,5.64147,4.7348127,7.0322146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907060.2
2002,16,Iowa,0.23011121,0,3,1.5534573,41.272537,225.1807,658.2069,2415.3083,205.58595,1.624069,3.9,0.52937585,5.9261923,0.8250977,10.553801,9.25059102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44048294,7.7895823,5.3258643,5.582811,10.814766,5.6920424,5.6434836,4.76517,7.021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907060.2
2003,16,Iowa,0.21927498,0,1,1.7606453,39.825794,218.24959,616.754,2267.711,198.56557,1.7606453,4.4,0.52731323,5.958164,0.80454445,10.253047,9.289762764,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5656804,7.7265263,5.2911196,5.5759153,10.800799,5.706876,5.6920424,4.732068,7.061813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907060.2
2004,16,Iowa,0.24568966,2,1,1.5432289,40.685123,228.43294,628.7956,2182.0554,197.56836,1.5432289,4.7,0.5399547,5.993655,0.80289984,10.030286,10.6832821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43387687,7.6880226,5.2860847,5.565522,10.821497,5.7004457,5.706876,4.6779532,7.1390557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907060.2
2005,16,Iowa,0.20034692,0,2,1.3973598,40.2789,232.55562,633.94727,2121.297,192.137,1.3973598,4.3,0.54486555,6.0192676,0.7894734,9.782638,10.78457916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33458462,7.659783,5.2582088,5.575935,10.85771,5.7210274,5.7004457,4.6659846,7.157426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907060.2
2006,16,Iowa,0.23158693,0,0,1.9114144,44.16373,215.15147,623.35583,2074.857,172.12788,1.8108135,3.7,0.54223806,5.804362,0.77764386,9.339438,10.59570737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6478435,7.6376476,5.1482377,5.5426674,10.859825,5.695786,5.7210274,4.6081448,7.1893835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907060.2
2007,16,Iowa,0.24924925,0,4,1.3458651,44.81731,223.58185,578.5874,1917.7233,166.48352,1.3122185,3.8,0.54029757,5.7237625,0.7819476,9.329773,10.64252947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29703704,7.558894,5.1148963,5.5715737,10.847977,5.682907,5.695786,5.102365,7.153107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907060.2
2008,16,Iowa,0.23859087,0,2,2.5800908,41.851086,214.04703,556.16034,1752.5183,146.62958,2.5800908,4,0.5540159,5.6929874,0.8083391,9.307393,11.09294995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9478246,7.468809,4.9879093,5.5950837,10.835179,5.682655,5.682907,5.12041,7.1892414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907060.2
2009,16,Iowa,0.26977518,0,6,1.2756473,40.317165,213.36879,551.1803,1670.3258,131.05597,1.2756473,5.9,0.5508446,5.64588,0.81873053,9.329278,11.49119803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24345373,7.420774,4.8756247,5.600164,10.850463,5.689851,5.682655,5.150819,7.282633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907060.2
2010,16,Iowa,0.2720079,0,0,1.2857865,33.331543,212.5504,549.12976,1578.649,124.49051,1.2857865,6.7,0.5272714,5.5135183,0.8030231,9.836465,11.53924138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2513706,7.3643246,4.8242297,5.5855746,10.803182,5.742108,5.689851,5.1440477,7.337619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907060.2
2000,17,,0.19042969,0,1,6.48387,78.57376,277.42523,824.2572,3072.242,249.22615,3.683145,3.8,0.99621403,9.695573,1.7102071,20.418896,9.019370274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8693175,8.030163,5.5183606,5.9193,10.85871,5.768717,5.7770004,4.085049,6.460618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2702063.2
2001,17,,0.21791168,0,0,3.5213478,92.741585,285.11435,785.184,2948.6694,305.63004,3.1768682,4.3,1.0425869,9.761636,1.6975958,20.120598,9.650559818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2588438,7.9891095,5.7223754,5.93785,10.83966,5.793895,5.768717,4.7431846,6.6520004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2702063.2
2002,17,,0.25635105,7,0,2.9611385,82.190575,263.883,747.0801,2804.6157,273.7914,2.5055788,5.1,1.0516597,9.72081,1.6655644,19.70987,10.08582746,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0855738,7.9390216,5.6123667,5.9372034,10.8523035,5.8265963,5.793895,4.778563,6.817905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2702063.2
2003,17,,0.15754339,0,0,4.731717,85.05735,279.13345,831.7602,3008.2744,296.4705,3.5203977,5.6,1.0555136,9.679769,1.6271429,19.424911,10.52950945,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5542881,8.009122,5.6919475,5.951991,10.867349,5.8455143,5.8265963,4.747129,6.7509713,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2702063.2
2004,17,,0.20033112,0,0,4.5977807,68.28835,273.37952,759.2368,3056.959,320.71405,4.5977807,5.6,1.1043342,9.683793,1.6758157,19.33461,11.22058268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5255737,8.025176,5.77055,5.9284873,10.766419,5.8227477,5.8455143,4.270031,6.981676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2702063.2
2005,17,,0.1832869,1,2,3.793262,67.4149,289.45218,714.63556,2862.6733,350.70773,3.7557049,5.1,1.1356876,9.656706,1.6645659,19.166977,11.66769823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3332263,7.9595113,5.8599534,5.96882,10.756583,5.8306127,5.8227477,4.345062,7.0360894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702063.2
2006,17,,0.4028287,2,3,4.5946655,69.0647,318.69614,735.3997,2804.4463,318.69614,4.48613,4.5,1.101562,9.188065,1.5956514,18.408617,11.83408554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5248959,7.9389615,5.764238,5.9351616,10.804868,5.7650323,5.8306127,4.2670603,7.0068083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2702063.2
2007,17,,0.42387033,1,2,3.952387,73.82624,335.26395,736.48566,2670.1094,311.54962,3.8436058,4.1,1.1302739,9.27774,1.6321908,18.42632,10.94434132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3743197,7.889875,5.7415586,5.9451456,10.839541,5.75359,5.7650323,4.1814075,7.0325227,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2702063.2
2008,17,,0.39001188,2,0,4.0667977,60.534103,308.10492,710.53796,2448.2842,266.9691,4.0308084,4.5,1.1267909,9.130284,1.6001949,18.116217,11.077669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4028559,7.8031425,5.587133,5.9138126,10.788968,5.727867,5.75359,4.169732,7.0515594,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2702063.2
2009,17,,0.47424412,1,2,4.4999075,64.29468,301.31378,701.01355,2357.9155,214.48358,4.463908,6.6,1.1468644,9.128584,1.6395862,18.045853,12.94864526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5040568,7.7655334,5.368233,5.9085298,10.724478,5.7400165,5.727867,4.266014,7.0907884,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2702063.2
2010,17,,0.45401555,3,4,3.5294309,54.49441,274.58972,684.85077,2244.7886,212.0835,3.4588423,6.6,1.0526174,8.91739,1.679515,17.54826,12.40626714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2611367,7.716367,5.35698,5.9212685,10.741363,5.766597,5.7400165,4.300441,7.0728683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2702063.2
2000,18,,0.29084766,1,1,4.9147367,82.9139,187.49849,644.46716,1862.5325,236.16202,1.833477,4.3,3.2335658,5.07537,4.759961,10.36625,14.01418144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5922382,7.529692,5.464518,5.5270057,10.734569,5.939939,5.957681,4.562129,7.182271,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4105912
2001,18,,0.33863568,2,2,4.581462,82.74474,152.09947,682.5113,1808.4878,226.39003,1.9996436,5.2,3.2692654,5.064819,4.6560564,10.058739,14.81513168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5220182,7.5002465,5.4222593,5.5306563,10.765047,5.967201,5.939939,4.664204,7.218498,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4105912
2002,18,,0.3062919,0,2,4.8012834,78.70586,168.22089,675.97546,1819.4099,234.30766,2.1366968,5.7,3.3027048,5.037074,4.5687604,9.7842865,14.98842539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5688833,7.5062675,5.456635,5.530444,10.704457,5.99213,5.967201,4.780031,7.2871313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4105912
2003,18,,0.3300248,1,2,4.5215683,80.53887,142.46687,650.3564,1725.7651,206.16852,1.9735022,6.3,3.310862,4.9714766,4.4989605,9.522722,15.15132514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5088589,7.453426,5.328694,5.529067,10.687092,6.0288444,5.99213,4.9067783,7.2927732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4105912
2004,18,,0.44706243,0,2,5.854432,81.069,134.20541,642.5487,1749.7557,217.60626,5.3831005,5.5,3.3216212,4.931987,4.4714465,9.374062,16.57699794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.767199,7.4672313,5.382687,5.5299745,10.62386,6.0911074,6.0288444,5.028615,7.320193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4105912
2005,18,,0.43821138,1,1,4.6813793,90.91731,143.71834,651.89435,1733.4408,216.72322,4.3610744,6,3.3033044,4.833228,4.443861,9.197259,16.85636519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5435928,7.457864,5.378621,5.5285726,10.62101,6.183012,6.0911074,5.064277,7.3084254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4105912
2006,18,,0.3589189,1,3,4.2082,87.96802,150.11624,669.5555,1727.145,225.17436,3.6613717,5.7,2.8613381,4.426218,3.8808162,8.479975,16.52053673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.437035,7.454225,5.416875,5.49044,10.661931,6.164373,6.183012,5.0698485,7.299884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4105912
2007,18,,0.36641976,3,4,5.1835055,96.29907,163.37553,660.897,1678.3145,206.936,4.7317324,5.5,2.9868882,4.4762425,4.0306273,8.57718,16.8094667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6454816,7.425545,5.3324094,5.5009828,10.633111,6.280344,6.164373,5.1634374,7.284255,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4105912
2008,18,,0.39655173,6,0,4.769777,95.86779,167.74503,697.4028,1820.3782,180.94455,4.580875,6.4,3.0203786,4.4150896,4.0915003,8.518113,16.92918936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5622995,7.5067997,5.1981907,5.4829974,10.637513,6.239376,6.280344,5.1265097,7.30141,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4105912
2009,18,,0.42174628,11,2,4.3273754,85.65381,132.71402,702.72815,1715.381,143.36783,4.139229,10.3,3.0204375,4.3739886,4.1650987,8.481256,18.15324553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4649612,7.4473906,4.9654136,5.5075355,10.677477,6.2322316,6.239376,5.182125,7.39969,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4105912
2010,18,,0.4586446,7,0,4.3309727,86.80473,120.71138,702.0113,1718.238,143.80219,4.192011,10.3,2.847927,4.3936906,4.152499,8.650295,17.69417637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4657922,7.4490547,4.9684386,5.45537,10.627067,6.1650076,6.2322316,5.2180367,7.417879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4105912
2000,19,,0.5707647,8,6,12.924038,173.82831,481.2127,1068.2871,3331.2864,490.88266,12.370151,4.9,0.019316822,1.7785554,0.029632973,4.0265994,17.38407772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.559089,8.111114,6.196205,6.1716466,10.568543,6.7001524,6.6582413,4.7921653,6.808087,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4365311.5
2001,19,,0.5721007,10,9,11.571946,181.64029,482.97284,1072.9111,3223.3992,500.91974,11.248578,5.4,0.021018904,1.8179504,0.03226748,3.9662442,18.40586164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4485838,8.078192,6.216446,6.179482,10.62223,6.71796,6.7001524,4.8024445,6.6803923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4365311.5
